Faction,VoiceId,EventId,Variant,FrequencyTier,Priority,CooldownSeconds,ConcurrencyGroup,InterruptPolicy,ContextDescription,TextRu,SpokenTextRu,Emotion,Pace,Intensity,ControlInstruction,CanonicalSource,CanonicalPreserved,Status,Notes
AL,EVA_AL_ASTRA,MATCH_VICTORY,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Победа,Противник обезврежен. Операция увенчалась успехом.,Противник обезврежен. Операция увенчалась успехом.,Professional,Medium-Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=MATCH_VICTORY;Variant=02
AL,EVA_AL_ASTRA,MATCH_DEFEAT,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Поражение,Сеть управления разрушена. Операция прекращена.,Сеть управления разрушена. Операция прекращена.,Restrained,Measured,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=MATCH_DEFEAT;Variant=01
AL,EVA_AL_ASTRA,MATCH_DEFEAT,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Поражение,Системы связи отключены. Потеря критического контроля.,Системы связи отключены. Потеря критического контроля.,Restrained,Measured,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=MATCH_DEFEAT;Variant=02
AL,EVA_AL_ASTRA,COMMAND_CENTER_DESTROYED,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Главный штаб уничтожен,Главный штаб Альянса уничтожен! Переключаю каналы резерва.,Главный штаб Альянса уничтожен! Переключаю каналы резерва.,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=COMMAND_CENTER_DESTROYED;Variant=01
AL,EVA_AL_ASTRA,COMMAND_CENTER_DESTROYED,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Главный штаб уничтожен,Критическое разрушение штаба операции!,Критическое разрушение штаба операции!,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=COMMAND_CENTER_DESTROYED;Variant=02
AL,EVA_AL_ASTRA,MOBILE_COMMAND_UNIT_DESTROYED,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Потеря МКМ,Мобильный командный модуль потерян!,Мобильный командный модуль потерян!,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=MOBILE_COMMAND_UNIT_DESTROYED;Variant=01
AL,EVA_AL_ASTRA,MOBILE_COMMAND_UNIT_DESTROYED,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Потеря МКМ,Модуль MCV уничтожен. Строительные протоколы прерваны.,Модуль Эм-Си-Ви уничтожен. Строительные протоколы прерваны.,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=MOBILE_COMMAND_UNIT_DESTROYED;Variant=02
AL,EVA_AL_ASTRA,HERO_LOST,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Гибель Агента Эвелин Харт,Агент Эвелин Харт ликвидирована в бою!,Агент Эвелин Харт ликвидирована в бою!,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=HERO_LOST;Variant=01
AL,EVA_AL_ASTRA,HERO_LOST,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Гибель Агента Эвелин Харт,Биосигнал агента Харт угас. Герой потерян.,Биосигнал агента Харт угас. Герой потерян.,Restrained,Measured,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=HERO_LOST;Variant=02
AL,EVA_AL_ASTRA,OWN_SUPERWEAPON_FIRED,01,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Запуск «Зенита»,Орбитальная платформа «Зенит» произвела выстрел!,Орбитальная платформа Зенит произвела выстрел!,Professional,Medium-Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=OWN_SUPERWEAPON_FIRED;Variant=01
AL,EVA_AL_ASTRA,OWN_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Запуск «Зенита»,Кинетический удар с орбиты нанесён по координатам.,Кинетический удар с орбиты нанесён по координатам.,Professional,Medium-Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=OWN_SUPERWEAPON_FIRED;Variant=02
AL,EVA_AL_ASTRA,ENEMY_SUPERWEAPON_FIRED,01,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Угроза супероружия врага,Стратегическая угроза подтверждена. Идёт расчёт траектории.,Стратегическая угроза подтверждена. Идёт расчёт траектории.,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=ENEMY_SUPERWEAPON_FIRED;Variant=01
AL,EVA_AL_ASTRA,ENEMY_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Угроза супероружия врага,Фиксация пуска вражеского супероружия! Приготовиться к удару!,Фиксация пуска вражеского супероружия! Приготовиться к удару!,Urgent,Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=ENEMY_SUPERWEAPON_FIRED;Variant=02
AL,EVA_AL_ASTRA,FACTION_RESOURCE_MAX,01,Rare,2,15.0,CG_Intel,Queue,Разведданные 100%,Полный пакет разведданных сформирован.,Полный пакет разведданных сформирован.,Professional,Medium-Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=FACTION_RESOURCE_MAX;Variant=01
AL,EVA_AL_ASTRA,FACTION_RESOURCE_MAX,02,Rare,2,15.0,CG_Intel,Queue,Разведданные 100%,Шкала разведданных достигла 100%. Доступны точечные сканы.,Шкала разведданных достигла ста процентов. Доступны точечные сканы.,Professional,Medium-Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=FACTION_RESOURCE_MAX;Variant=02
AL,EVA_AL_ASTRA,BUILDING_UNDER_ATTACK,01,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение структуры,Вспомогательный модуль под огнём противника.,Вспомогательный модуль под огнём противника.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=BUILDING_UNDER_ATTACK;Variant=01
AL,EVA_AL_ASTRA,BUILDING_UNDER_ATTACK,02,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение структуры,Обнаружены повреждения нашего строения.,Обнаружены повреждения нашего строения.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=BUILDING_UNDER_ATTACK;Variant=02
AL,EVA_AL_ASTRA,BUILDING_UNDER_ATTACK,03,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение структуры,Враг атакует внешние постройки базы.,Враг атакует внешние постройки базы.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=BUILDING_UNDER_ATTACK;Variant=03
AL,EVA_AL_ASTRA,STRUCTURE_SOLD,01,Standard,3,2.0,CG_Production,Queue,Продажа здания,Модуль успешно демонтирован.,Модуль успешно демонтирован.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STRUCTURE_SOLD;Variant=01
AL,EVA_AL_ASTRA,STRUCTURE_SOLD,02,Standard,3,2.0,CG_Production,Queue,Продажа здания,Здание продано. Кредиты зачислены.,Здание продано. Кредиты зачислены.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STRUCTURE_SOLD;Variant=02
AL,EVA_AL_ASTRA,STRUCTURE_SOLD,03,Standard,3,2.0,CG_Production,Queue,Продажа здания,Утилизация структуры завершена.,Утилизация структуры завершена.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STRUCTURE_SOLD;Variant=03
AL,EVA_AL_ASTRA,CONSTRUCTION_CANCELLED,01,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Развёртывание модуля отменено.,Развёртывание модуля отменено.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=CONSTRUCTION_CANCELLED;Variant=01
